ID	SEN0_1	SEN0_2	SEN0_3	SEN7_1	SEN7_2	SEN7_3	TON0_1	TON0_2	TON0_3	TON7_1	TON7_2	TON7_3	TON30_1	TON30_2	TON30_3
MSTRG.10761	0.160737	1.012768	0.542716	0.326311	0.899334	0.778652	0.399458	1.022220	0.080556	1.140547	0.408829	1.025580	1.146762	1.695455	2.058202
MSTRG.10762	0.280851	1.133559	1.110838	1.286894	0.809782	1.192730	0.626579	1.879997	0.459728	1.082699	0.126406	0.269616	0.698977	1.167627	1.747878
MSTRG.10763	0	3.234802	0	0.656614	9.660303	0	0	0	0	0	0	0	0	0	0
MSTRG.10764	1.360398	0	0	0.802180	0	0.360678	0.331787	0	0	0	2.052983	0	1.624174	1.862364	1.893641
MSTRG.10765	0	0	0	0.886023	1.683512	1.006052	0	0	0	0	0	0	1.257012	0	1.987109
MSTRG.1077	0.508744	0.785524	0	1.065410	0.619703	1.451085	0	0.470842	0	2.369292	2.274927	0	2.110794	3.310245	0.981811
MSTRG.10774	14.516773	29.440395	14.501338	19.555705	28.253990	11.626594	0.000000	23.769783	16.457526	0.000000	0.000000	0.000000	4.565429	0.000000	12.769138
MSTRG.10775	0	0	0.410421	0.470278	1.083109	1.981397	0	0	0	0	0.768347	0	0.783516	0.554177	1.352361
MSTRG.10776	0.911136	2.724040	1.722023	3.386672	4.530068	3.967022	1.815375	2.855163	4.677632	2.205361	3.989786	1.500906	4.992800	2.784490	3.857541
MSTRG.10779	0.000000	1.354134	0.000000	0.454200	1.193453	0.000000	0.000000	0.000000	1.758120	0.000000	0.858721	0.000000	0.259699	0.538379	0.364179
MSTRG.10790	2.455759	0.000000	0.483355	0.000000	0.169539	0.824110	0.000000	0.247902	0.000000	0.247674	0.244107	0.000000	1.308907	1.156607	0.333321
MSTRG.10792	1.107370	0.749637	0.000000	0.000000	0.000000	1.074838	0.000000	0.000000	0.000000	2.406888	0.000000	0.000000	1.030521	3.361248	0.534061
MSTRG.10796	0.435695	0.544686	1.717548	0.442250	1.612137	1.178289	1.724352	0.964632	3.624878	1.713997	0.589267	0	1.833712	0.773907	0.695274
MSTRG.10797	0.961501	0.801349	0	0.966208	1.068142	4.067479	0	0	0	0	0	0	0.808930	0	0
MSTRG.10799	0	0.910278	0.385096	8.803451	13.818996	7.812441	0	0.808280	0	4.916975	0	0	0	7.812899	3.816037
MSTRG.1080	0.232392	0.657536	3.874023	0.891956	1.406507	2.886308	4.383006	0.120305	2.062021	4.193818	2.377856	2.399231	2.063907	4.098611	0.422901
MSTRG.10800	0	0.394664	0	1.705502	0.525726	2.028651	0	0.438018	0	0.823484	0	0	0.404464	0.845397	0.305634
MSTRG.10801	0	1.244260	0	6.100324	4.378692	7.511762	0	0	0	0.826857	1.784730	0	5.059460	4.444579	0.948899
MSTRG.10803	0	1.624215	0	1.973171	0	1.347534	0.826397	0	0	0.825697	0	0	3.262682	0	1.251463
MSTRG.10805	0	0.000000	0	0.000000	0.575959	0.000000	0	1.798232	0	18.727906	3.054491	0.434239	0.000000	0	0.000000
MSTRG.10806	0	2.363226	0	12.045215	7.809418	37.460383	0	0.000000	0	17.510403	0.000000	0	1.619470	0	0.182088
MSTRG.10809	2.968844	0	0	2.245067	0	4.166334	0	0	0	0	0	0	0	0	0
MSTRG.10816	0.693485	1.427510	1.664093	1.061184	2.340960	3.303755	0.588144	1.184309	0.229125	1.546436	0.536191	0.571593	1.742997	0.412665	0
MSTRG.10817	1.645539	1.827075	1.204613	0.557696	2.133105	3.274144	1.372377	3.499139	0.502708	1.462888	0	0.901187	2.311227	0.644112	0.352824
MSTRG.10818	1.986198	14.902450	3.483764	1.008041	0	1.373521	0	0.904826	0	0	0	0	0	0	0
MSTRG.1082	0	3.679357	0	0	1.674166	0.113366	0	0	0	0	0	0	0	0	0
MSTRG.10820	0	3.225649	0.530030	0	2.671986	0.513954	0	0	0	0	0	0	0	0	0
MSTRG.10822	0	0	0	0	3.397216	0.334801	0	0.900598	0	1.798418	0	0	0.207903	0.585252	0
MSTRG.10824	1.418159	2.367867	0.835425	0	2.063799	1.100116	0	0	0	1.161174	1.278749	0	2.008628	1.919653	1.343041
MSTRG.10826	0	0.289485	0	1.738152	3.617477	0.979171	0	0.632932	0	0.308271	0	0	0.876673	0.405140	0.892198
MSTRG.10827	0	0.901417	0.240922	1.350295	1.741080	0.289807	0	7.443805	0	1.752418	0	0	4.352862	3.730480	9.588430
MSTRG.10829	34.860160	55.839039	42.756448	64.436740	117.717580	92.787276	62.332797	69.626193	55.960778	107.333149	78.370492	75.821671	140.202786	110.054369	96.438972
MSTRG.10830	0.000000	0.385742	0.000000	20.176769	0.202239	0.152367	0.000000	0.063934	0.000000	12.362428	0.000000	0.066403	0.646873	0.201410	14.075783
MSTRG.10831	0.093556	12.798318	0.489006	0.000000	10.565925	25.314362	0.158291	9.410939	0.086030	0.000000	0.000000	0.000000	14.549638	4.739994	0.000000
MSTRG.10833	0	0	0	1.340803	1.050569	1.918668	0	0	0	0	0.403176	0	1.145694	1.053555	2.302819
MSTRG.10835	0	0	0	1.045062	3.211418	0.260884	0	0	0	0	0	0	0	0	0
MSTRG.10836	0	0	0	1.901240	2.858299	0.970683	0	0.364567	0	4.954498	0.776186	0	0.363936	0	0.277786
MSTRG.10837	0	0	0	0.000000	3.138643	3.816267	0	0	0	2.886218	0.000000	0	1.073593	0.000000	0
MSTRG.10839	0	1.475286	0	3.593519	5.064643	3.082109	0	0	0	0	0	0	0	0	0.568356
MSTRG.10841	1.050622	0	0	0	1.573602	2.972908	0	0	0	0	0	0.288170	1.773733	0	2.247406
MSTRG.10842	0	0	0	2.439918	3.704191	1.130798	0	0	0	0	0	0	0	0.075905	0
MSTRG.10847	0	1.293458	0.180716	7.034277	8.304308	7.971029	0.029055	0.063055	0	0.306804	0	0	1.421707	1.183190	1.084164
MSTRG.10849	0.439771	1.823443	1.542707	0.439692	0.508903	2.152089	0.371105	0	0.808796	2.728240	0.394547	0.360662	0.736277	0	0
MSTRG.10850	0	0.374833	0	0.608683	3.280538	2.251145	0	0	0	0	0	0	1.630185	0.000000	0.861136
MSTRG.10851	0	0	0	0	2.248120	0.347937	0	0	0	0	0	0	1.742310	2.303438	1.891905
MSTRG.10857	0.043656	0.631757	0.596905	0	0.459255	1.400237	0	0.339895	0.228091	0	0.284845	0	1.634402	0.115139	0.544114
MSTRG.10858	0.641001	3.200052	0.432858	0.325322	2.941099	0.452319	0	1.077525	0	0	0.575084	0	0.250768	0	0.592744
MSTRG.1086	0.263664	0.157318	0	2.433006	2.773740	0.742098	0	0.936341	0	0	0.430091	0	2.009032	0	0.379036
MSTRG.10863	0	0	0	1.352903	0.797500	1.811096	0	0.022311	0	0.206987	0	0	0.196212	0	0
MSTRG.10864	0	1.485463	0	0	0	2.062763	0	0	0	0	0	0	0	0	0
MSTRG.10866	1.120064	2.568064	0.982288	3.535741	3.789511	4.284136	0.656214	2.136812	1.186120	1.788295	1.201369	0.138340	4.789950	5.308719	2.810263
MSTRG.10867	0	0.913789	0	0.824846	0.735309	0.327251	0	1.244912	0.381902	0.479172	0.211140	0.227066	1.134407	0.899986	0.192910
MSTRG.1087	0.316262	0.124507	0	0.178256	1.621156	2.130198	0	0.723997	0	0.980296	0.142583	0	0.818958	0.026348	1.069552
MSTRG.10872	0	0	0	0.655773	1.018922	3.676484	0	0	0	0	0	0	0	0	0
MSTRG.10873	0	0.702134	0	1.728857	4.238659	1.337572	0.772735	0.738374	0	0	0	0	0	0	0.505714
MSTRG.10879	0.631831	1.416929	0.577756	2.184797	4.273143	3.965859	0.454887	0.777963	0.348401	1.623594	0.819694	0.156076	2.123219	2.696060	1.815687
MSTRG.1088	0.029012	2.631261	0.895169	0	0.610430	3.681380	0	0.480618	0.936196	1.399837	1.855181	0	0.887603	0.818303	0.907839
MSTRG.10882	0.568629	31.725112	1.986009	12.692296	26.620106	38.863142	2.635540	13.711145	0.522890	29.201471	20.105184	0.465174	4.540007	9.415180	6.937008
MSTRG.10883	0.150341	5.243793	0.526734	1.218537	3.635204	7.806458	0.873479	0.818443	0.276497	4.642060	2.408298	0.000000	1.133939	0.890149	1.150802
MSTRG.10889	0	0	0.500029	2.563821	3.272564	0.665860	0	0.418183	0.938498	2.489669	0	0.467597	0.618798	2.680423	1.175303
MSTRG.10893	0.432577	1.803526	0.379367	1.536799	0.000000	2.434337	0.547551	0.766576	0.590706	0.959802	0.581169	0.177381	0.363025	0.000000	0.693769
MSTRG.10894	0.765276	1.144783	0.000000	2.684906	2.704416	0.761557	0.000000	0.000000	1.082646	1.044920	0.156681	0.000000	0.424275	0.000000	0.451111
MSTRG.109	0	1.056718	0.930346	1.724601	0	4.193215	0.179218	0.193502	0	0.560762	0.381079	0	0.357358	2.006922	0
MSTRG.10904	1007.116209	1716.118708	1389.323526	2041.359365	2785.543656	2208.739073	1148.677082	2384.695293	1623.046607	1636.759308	1200.751969	1148.391423	1766.559070	1969.688050	1633.521774
MSTRG.10912	0	3.779598	0	0.237645	0.270927	0.495211	0	0	0	0.207789	3.664269	0.096004	0	0	0
MSTRG.10915	0	1.448699	0	0	0	1.946939	0	0	0	0	0	0	0	0	0
MSTRG.10918	0.522296	2.163443	0.911520	2.120621	5.439614	2.939236	0.881490	1.427614	0	1.381375	0.410013	0	1.744491	1.852373	1.001170
MSTRG.10919	0.410739	1.026971	0	2.714136	2.854213	3.188191	0.343139	0.374230	0	2.187230	1.098130	0	1.036687	0.486385	1.416399
MSTRG.10922	0	0.000000	0.000000	0.688182	6.351597	1.211408	0.000000	0.000000	0.000000	0.000000	0.000000	0	1.101371	0.000000	0.650886
MSTRG.10928	0.000000	0.816188	0.937573	0.874756	3.207105	1.260002	0.000000	0.594839	0.603358	0.289718	1.068962	0.000000	0.274637	2.439165	1.006201
MSTRG.10929	0.000000	2.297025	0.000000	1.391787	2.770748	1.436739	0.000000	0.762751	0.627264	0.000000	0.000000	0.000000	0.000000	1.660400	0.000000
MSTRG.10935	2.391918	5.410953	2.140505	5.747696	9.367641	14.857636	2.035606	3.676657	2.992544	4.971427	2.189739	0	5.380003	7.673601	10.940119
MSTRG.10938	1.042021	1.135507	0	0.528849	0.536593	1.834566	0.626514	2.131401	1.916407	0.920190	0.934865	0.841755	1.659102	0	1.386811
MSTRG.1094	0.568247	0.473597	0.373762	1.224253	0.816217	2.146253	0.119880	0.990821	0.392558	1.763268	0.578636	0.116506	0.236051	0.335610	0.452030
MSTRG.10943	0.239017	2.849034	1.004691	3.488052	6.615768	5.349600	1.096626	0.348217	1.007524	1.649118	0.894206	0.274233	1.321764	1.975599	1.653683
MSTRG.10947	2.973676	6.022952	3.347599	8.755630	18.626402	20.479185	0.898354	1.938445	1.469399	6.083687	1.623386	0.174353	5.703053	8.232661	6.961570
MSTRG.1095	0.625062	1.587941	1.263476	1.834537	3.512640	4.242630	0.900549	1.317148	0.978535	1.527268	0.508428	0.182526	0.867704	0.902659	1.607529
MSTRG.10950	1.350192	1.964582	0.787432	3.411421	2.235594	3.628416	0.548798	1.543874	0.202793	1.590774	0.579427	0.365413	0.753509	2.390295	0.864878
MSTRG.10951	0	0.683321	0.719033	5.794333	7.564067	4.007888	0.345934	0.373504	0	1.771861	1.101519	0	2.741894	5.330150	0.789751
MSTRG.10956	0.000000	3.079853	0.000000	3.178790	1.528656	0.200895	0.000000	0.498032	1.255318	0.500295	0.766262	0.233484	0.955691	1.616540	0.182823
MSTRG.10958	0	2.402521	0.252052	2.333835	1.376902	2.839285	0	0	0	0.438734	2.000915	0	1.931979	2.549123	0.686569
MSTRG.10959	0	0.209903	0	0.417460	1.388238	1.132960	0.224964	0	0.123189	0.720511	0.240377	0	0.225414	0.587750	0.300665
MSTRG.1096	0	0	0	0	2.281128	2.134654	0	0	0	0	0	0	0	0	0
MSTRG.10963	0.832582	0.282075	0	0.343540	0.724556	0.533773	0.442684	0.308365	0.309668	2.700413	1.152329	0	1.484936	0.965881	1.663734
MSTRG.10964	0.212807	0.708557	0.373261	0.753871	0.860679	2.016357	0.269369	0.386813	0.587069	0.611940	0.381846	0	0.434617	1.444590	0.677478
MSTRG.10969	0.616705	0.000000	1.340697	1.251970	0.000000	0.000000	0.824855	0.000000	5.217322	0.459765	0.000000	0.000000	0.000000	0.000000	0.340583
MSTRG.10971	0.335762	0.000000	1.177844	0.000000	0.000000	0.066340	0.848592	0.000000	2.460774	0.297995	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.10978	0.731562	0.762672	0.000000	2.379361	0.000000	4.635956	0.205779	0.222550	0.595226	2.355520	0.875109	0	3.421945	0.000000	0.000000
MSTRG.10984	0	0.235063	0.082449	1.136547	1.952277	1.520847	0.158668	0.256971	0	0.414273	0	0	3.162231	1.155027	0.962331
MSTRG.10986	0	0	0	0	3.480321	0.530563	0	0	0	0	0	0	1.923028	0	0.843349
MSTRG.10988	5.084512	4.675858	3.740098	9.949855	10.990080	11.614308	2.397511	2.249403	2.409056	4.638586	7.450646	0.919301	11.378320	14.598193	10.080764
MSTRG.10989	2.962985	0.555812	0.959537	1.841453	2.343522	2.450928	0.657511	0.780644	0.756023	1.886390	4.355065	0.340334	3.221771	2.462925	4.397980
MSTRG.10993	0.917038	0.509528	0.139401	1.092181	0.985143	2.387813	0.575230	1.178091	0.520019	1.196419	1.250556	0.250691	1.526328	0.361976	1.569391
MSTRG.10994	0.611102	1.673750	0.906893	2.670020	3.446440	2.661645	0.642560	1.323782	1.590910	1.279356	0.932104	0.283827	0.816084	1.883787	1.912310
MSTRG.10995	0.095398	0.851465	0.085371	2.067833	3.890838	3.256806	0	0.088692	0.134272	0.873890	0.129910	0.039717	1.349475	1.552438	1.463079
MSTRG.10996	0	0.380248	0	0	1.199914	2.496901	0	0	0	0.906476	0	0	0.848384	0.313110	1.969306
MSTRG.10999	0.247984	3.304788	0.644828	9.057961	11.559018	10.980534	0	0.225942	0.456073	2.636685	2.002341	0.610124	12.046505	11.691883	8.409803
MSTRG.11004	0.000000	0.000000	0.000000	1.596464	0.000000	1.856165	0.000000	0.000000	0.000000	0.000000	1.636012	0.000000	4.587187	3.876085	0.843127
MSTRG.11007	0.940134	0	0	0.954279	1.087923	0	0	3.383447	0	0	0	0	0	0.556639	0
MSTRG.11009	0	0.389278	0	0.896779	2.536688	0.557510	0	0.288515	0.145596	0.421566	0.284098	0.129850	0.796578	3.374837	2.522037
MSTRG.11011	0.000000	0.000000	0.000000	0.766832	0.874224	3.627679	0.000000	4.374237	0.000000	0.000000	0.000000	0.000000	0.000000	6.105643	0.000000
MSTRG.11013	0.637139	1.327535	0.279383	0.000000	0.000000	0.674391	0.000000	3.189880	0.547807	0.000000	0.000000	0.000000	0.000000	0.000000	1.022870
MSTRG.11024	2.895862	2.407476	2.382411	23.506272	37.446031	23.757204	0.611308	11.002656	0.831020	6.953115	12.012196	0.148526	14.832901	18.612882	13.108056
MSTRG.11027	0.620760	0.785869	0.545781	0.961900	1.083881	1.733296	0.529140	1.705342	0.000000	1.301329	0.276347	0.000000	0.793303	0.000000	0.807353
MSTRG.1103	0.772008	1.286837	0.670275	0	3.573468	2.179055	0	0.348177	0.709910	0	0	0.633133	0	0	0
MSTRG.11032	0.599765	1.417182	1.232965	1.084475	0.995051	2.414942	0.629473	3.974035	0.395356	0.381580	0.385726	0.352599	1.085149	1.191344	2.606307
MSTRG.11033	0.934940	2.141858	0.393569	1.422324	1.618811	1.820871	0	3.686321	1.286381	1.658519	0.838795	0.191689	0.785600	2.214258	1.657814
MSTRG.11034	0	0.781792	0.283304	1.025237	3.084825	1.987149	0	0.856808	0.144729	1.184184	0.070602	0	0.749795	1.386630	0.554112
MSTRG.11036	1.829904	9.214138	0	5.538227	2.516568	3.745301	0.435901	8.178585	0.237503	9.448754	0	0.009532	2.159911	3.660977	1.510131
MSTRG.11040	0.276058	0.918871	0.540492	0.867958	1.548161	1.946780	0.349141	0.723437	0.380146	1.552431	0.493793	0.339033	1.799096	1.952825	2.199986
MSTRG.11041	0	0.799379	0.340783	1.594375	0.625415	1.917470	0	0	0.503274	0.361874	0	0	0.230226	0.563841	0.702909
MSTRG.11043	0	1.135772	0.468067	0.720525	1.116860	1.239065	0.150128	0	0.437619	1.880530	0.159611	0	1.421171	0.630960	0.680900
MSTRG.11044	0	0.548173	0	0.556911	0.761121	0.618052	0	0.508922	0	0.604279	2.375183	0	0.686832	2.097836	0.836248
MSTRG.11045	0	2.674073	0.188911	1.924107	2.485216	2.124218	0	0.392521	0	1.337294	0.193256	0	0.532806	0.255079	0.966906
MSTRG.1105	0.000000	0.000000	0.000000	2.285652	5.201630	3.569125	0	0.000000	0.522890	1.514010	0.000000	0.466340	1.418453	0	1.095461
MSTRG.11052	0	0	0	1.416191	0.828095	0	0	0.709403	0	2.396645	0	0	0.636129	2.110493	0
MSTRG.11053	0	0	0	0	1.087923	2.653605	0	1.893017	0	1.301645	0	0	0.664401	1.001952	0.458828
MSTRG.11054	0.115726	2.024485	1.111346	2.936668	4.180758	3.370860	0.291025	1.364938	0.370606	1.017378	0.206616	0	2.695624	2.748277	1.480011
MSTRG.11056	0.000000	0.000000	0.000000	0.798188	3.621691	0.000000	0	0.000000	0	0.000000	2.373982	0	0.000000	0.931181	0.063122
MSTRG.11059	25.902805	14.346203	23.148528	13.208096	9.651910	13.450215	17.511560	21.473301	18.031593	13.384095	16.457912	7.614861	13.427559	9.894388	12.404672
MSTRG.11060	6.728263	0.586873	4.019599	1.278698	0.488913	1.946312	2.510552	4.244673	2.764268	3.556634	4.033086	2.329557	1.672790	2.319477	3.950210
MSTRG.11061	10.971715	0.630175	4.052741	0.697120	2.641215	0.641323	2.303393	5.382256	2.435561	4.137434	5.627772	1.744173	1.785423	2.054682	3.745283
MSTRG.11064	6.142165	0.000000	3.275786	1.029842	0.508375	0.884422	0.290736	2.385095	4.052146	1.882642	5.750822	1.187800	0.717692	1.300368	1.712443
MSTRG.11075	0	0	0	0	1.645831	2.126286	0	0	0	0	0	0	0.534908	0.645845	0.774001
MSTRG.11076	2.089147	1.569406	0.730298	0.870744	1.918796	1.404068	1.412477	0.777775	0.769596	1.108597	0.187713	0	0.352056	2.473909	2.416451
MSTRG.11080	1.528091	0	0	1.099776	1.299270	0.000000	0	0.695621	0.205460	1.250585	0.201462	0	1.174644	1.618067	0.862321
MSTRG.11081	0	0	0	2.056222	1.480539	0.884758	0	3.054117	0	0.079485	0.742275	0	1.384966	0	1.081768
MSTRG.11082	0.407217	0.927816	0	0.596738	1.024485	0.774767	0.234562	0.759768	0	0.733927	0.249379	0.455922	1.014935	2.172432	2.588225
MSTRG.11083	1.086929	0.903880	0.419984	3.405115	1.737705	2.882852	0.331010	1.310434	0.712559	0.869629	0.286789	0	1.388554	1.435294	1.736213
MSTRG.11084	0	0.180229	0	2.801642	1.201164	0.405069	0	1.565467	0.307320	0.697908	0	0	2.646312	0.274699	1.244754
MSTRG.11085	0	0.599134	0.601460	0	0.956182	1.343970	0	0	0.676244	0	0	0	1.317354	0	3.714298
MSTRG.11098	2.268999	3.891120	0.639691	25.240389	37.008593	31.657472	0.350409	13.227026	0.761293	20.385215	4.912712	1.369455	22.628665	18.692197	13.729594
MSTRG.1110	0	0	0	0	0	0	0	0	1.485767	2.352707	0	0	0	2.131812	0
MSTRG.11105	1.499906	1.252689	1.319258	2.422842	3.620924	0.000000	0.000000	0.000000	0.000000	1.109053	1.012484	0.616847	2.321666	0.000000	0.000000
MSTRG.11106	1.589869	1.829938	0.927314	1.814946	1.970795	2.046938	0.880253	0.888696	1.869140	1.153360	0.827598	0.712103	3.097248	3.651717	2.811666
MSTRG.11109	0.000000	0.000000	0.000000	3.283070	0.718628	0.260187	0.485831	0.365417	0.000000	0.000000	0.000000	0.000000	0.073472	0.551533	1.050973
MSTRG.11110	1.293455	1.303247	0.891059	1.728497	2.673080	2.827720	1.243269	1.501804	0.931548	1.278460	0.703940	0.378999	1.939132	1.690451	2.918050
MSTRG.1112	0	0.786616	0	1.437035	0.548839	3.176070	0	0	0	2.102573	0	0	0.512745	0	0.130964
MSTRG.11124	0.470590	11.364174	2.063520	5.958937	10.885882	10.603812	0.595667	1.280923	3.025915	1.668544	2.316805	0	5.932809	6.383401	3.924773
MSTRG.11126	0	0	0	2.728804	0	1.137130	0	0	0	0	1.380199	0	0.831579	0.910865	0.493954
MSTRG.11127	0	19.225029	7.830156	16.479413	23.107820	20.918640	1.347334	2.710777	10.317285	5.385127	3.396433	0.111617	16.033893	14.072706	11.204393
MSTRG.1113	0	0.000000	0	2.601582	2.842031	1.735323	0	0	0	0	0	0	0.405333	0.000000	0.617726
MSTRG.11137	0	0.454763	0	0.296975	2.163978	3.002854	0	0	0	0.000000	0	0	0.738442	0.000000	1.032400
MSTRG.11139	0	0	0	0	4.299109	0.187991	0	37.112273	0	0	0	0	0	0	0
MSTRG.11145	0.305552	1.957444	0.399950	2.163330	3.060881	6.432674	0.064140	0.760039	0.419364	1.732336	1.153803	0	1.597076	0.661547	0.961306
MSTRG.11147	1.273172	0.124738	0.878550	0	0.819790	1.344796	0.562449	1.863643	1.095525	1.493043	0.678544	0.908307	0.493600	0.472618	1.778698
MSTRG.11148	4.638826	6.054413	4.832204	4.031555	3.329567	4.541988	3.700188	4.192892	4.764798	4.948980	2.360467	1.922116	4.625772	6.830225	3.622549
MSTRG.1115	0	0.603248	0	2.145649	3.535093	4.186834	0.123020	0	0	0.516892	0	0	1.092194	2.585153	1.122459
MSTRG.11150	12.588830	63.184303	13.880357	28.832706	33.084130	27.941719	13.670045	20.195389	19.265112	31.094696	28.390588	4.731072	29.428211	17.177223	19.206634
MSTRG.11154	0	0	0.358821	0.822304	4.706265	2.018113	0.345264	0	0.374357	1.801116	0.365239	0	2.055025	0.484502	0.782969
MSTRG.11159	2.052079	2.985847	2.818080	4.547384	7.607668	7.898233	1.980635	4.847001	3.071954	2.059733	1.802058	1.079110	3.933096	8.208184	3.538872
MSTRG.11167	0	0	0	0	3.154536	0	0	0	0	0.442091	1.426392	0	0.568338	0	0
MSTRG.11169	1.026845	0.855809	0	7.264797	7.088000	8.651589	0	0.935573	0.944250	2.734037	0.912037	0	0.863905	4.827364	2.624427
MSTRG.11171	0.000000	1.398021	0.000000	0.000000	4.470790	0.000000	0.000000	0.613784	0.000000	2.388568	0.302193	0	5.064053	2.790068	4.319536
MSTRG.11172	0.455568	3.434351	2.393164	6.901482	5.290377	9.645703	1.545470	0.417160	0.837848	15.331877	1.643095	0	5.356269	9.734871	5.292358
MSTRG.11174	0.000000	0.000000	0.000000	0.000000	10.910737	2.225514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.11179	0	1.257719	2.137985	0.764731	3.529669	1.175181	0	0.552339	0.140242	0.067001	0.136826	0	1.514687	0.893955	0.489680
MSTRG.11184	0	0	0	0	0	3.015460	0	0	0	1.839446	0.632592	0	0.599207	0	0.457364
MSTRG.11195	0.693542	0	0	1.626185	0	1.810759	0	0	0	0	0	0	0.507637	0.821272	2.226839
MSTRG.11197	0.131204	0.534375	0.350119	1.481241	2.783519	2.147529	0.443207	0.539214	0.221376	1.348560	0.287258	0	1.010671	2.185117	1.673230
MSTRG.11199	0	1.745425	1.836646	1.068223	3.653472	0.768605	0	1.908103	1.175802	0	0.811983	0	0.805710	0	0.949509
MSTRG.112	0	0	0	0	1.729913	2.109756	0	0	0	0	0	0	0	0	0
MSTRG.11200	0.886918	0.369595	0	3.139668	3.073894	1.545850	0	0.745457	0	0.838324	0	0.489158	1.177102	0.522507	1.067902
MSTRG.11203	0	0	0	0	3.322840	0.628130	0	1.744145	0	0	0	0	0.805269	0	1.754820
MSTRG.11208	2.292138	4.555925	4.255968	3.753021	2.184610	4.390323	1.365818	2.722421	1.241323	1.549701	0.842917	0.332122	2.042560	3.515143	1.711618
MSTRG.11209	2.511735	2.953586	0.971659	3.143365	8.538718	5.339365	0.062413	0.808312	0.136025	0.787380	0.066356	0.059443	0.927158	0.875394	1.898158
MSTRG.1121	0.116996	2.406284	0.358863	0.708090	3.635522	2.102758	0.148093	0.159896	0.429537	0.207674	0.052483	0	1.673092	1.158922	0.877908
MSTRG.11212	0	2.297025	0	1.185467	1.283713	1.665256	1.055311	1.575724	0.611424	0.544255	0	0.412506	1.159378	1.631844	0.336274
MSTRG.11213	0	0.701521	0	0.537120	0.943191	1.598935	0.112478	0.642427	0.245136	0.949924	0	0	2.044292	2.027422	1.369071
MSTRG.11214	0	2.161675	1.031534	1.522628	2.162496	2.739305	0	0.107489	1.300205	1.254374	0.421258	0	3.570704	3.491184	1.590196
MSTRG.11217	0.779147	0	0.113400	1.591837	0.989873	2.339581	0	0.604163	0	0.073565	0	0	0.638775	1.421263	0.436467
MSTRG.11218	0	0.910124	0.370016	0.428263	2.562706	2.407374	0.322205	0.111323	1.402687	1.355503	0.342559	0	0.962100	1.808577	0.735580
MSTRG.1122	5.905733	14.898990	5.223533	10.456951	13.097095	15.794877	4.498330	4.786555	6.971424	5.176564	10.074997	1.946461	6.190002	8.031111	6.207990
MSTRG.11223	1.378047	0	2.719208	1.440744	0.649830	0.610189	0.369214	1.255557	0.218592	0.611522	1.174518	0.282538	0	0.762887	1.847297
MSTRG.11226	631.360232	1209.571214	1407.541004	1739.765993	2104.365891	1546.333961	857.262839	1696.503861	1660.912521	1262.202503	813.252023	731.012386	1282.902487	1714.963223	1208.520510
MSTRG.11231	0	0	0	0.435523	0.494034	1.144468	0	0	0	0.380806	2.309664	0	0.619085	2.540446	1.144834
MSTRG.11233	0.937011	4.006478	0.000000	3.775142	9.239663	9.212930	0.000000	2.856771	0.000000	2.677879	2.498467	0.000000	8.256625	12.016264	5.781261
MSTRG.11237	0	2.854464	0.300665	0	2.749340	0.687055	0.863578	0	0	0.304274	0.306043	0	0.286993	0.809924	0
MSTRG.11238	0.681379	1.049325	0.796753	0.974430	3.314290	2.294006	0.830537	0.748424	0.695494	1.075760	0.467991	0.248359	0.317839	0.755767	0.242601
MSTRG.11239	0.336182	0.273889	0.205387	0.766832	1.302593	2.132361	0	1.266498	0.038209	1.156596	0	0	0.324150	0	0.470579
MSTRG.11246	0	0	0	0.565778	2.557479	1.536902	0	1.523542	0	0.072968	0	0	0.158269	0	0.536906
MSTRG.11247	0	0.741959	0	1.481708	1.252882	1.896729	0	2.795410	0	0.277718	0	0.257908	0	0	0.199938
MSTRG.1125	0	0	0	0	0	0	0	0	0	1.642017	1.659861	0	4.669621	0	0
MSTRG.11253	0.813128	0.928301	0.534775	1.929371	2.332230	2.495288	0.514570	2.351550	0.139774	1.689680	0.907612	0.540531	1.823484	1.022179	2.186257
MSTRG.11254	0	0.224158	0	0.737844	1.076707	2.051756	0	0.662295	0	0.890301	0	0.098364	1.794934	0.241019	0.296414
MSTRG.11261	0.084646	1.232454	0.031921	2.163238	3.594357	3.604258	0	0.421857	0.038919	1.276561	0.491910	0.000000	2.624068	1.800977	2.438574
MSTRG.11264	0	7.051868	0.549100	4.134973	12.662232	19.474246	0.794518	2.572089	1.142850	1.948401	0.844707	0.514773	3.695271	9.625574	3.425153
MSTRG.11268	0.000000	0.421333	0.891163	2.576897	0.000000	2.264674	0.571662	0.332528	0.154958	0.901861	1.518675	0.138199	0.000000	2.204053	1.293662
MSTRG.11269	0	0.482449	0.037956	0.973347	1.525978	0.380798	0.228263	0.492910	0.248740	0.903876	2.390419	0.006656	1.817194	1.218807	1.555527
MSTRG.11271	1.330818	0.639222	1.228546	1.421939	1.475180	0.924259	0	1.094466	0	2.486587	0	0	0.029465	0	0.071967
MSTRG.11272	0.406990	0.962280	0.463393	0.886510	3.440297	1.233811	0	0.796535	0.322050	0.933261	0	0	1.027962	0.825308	0.566455
